feature,value
log-sigma-3-0-mm-3D_glcm_Idmn,0.9995813752212441
log-sigma-3-0-mm-3D_glcm_Idn,0.9902173553141055
log-sigma-3-0-mm-3D_glcm_Imc1,-0.47732646094880776
log-sigma-3-0-mm-3D_glcm_Imc2,0.97721075503805
log-sigma-3-0-mm-3D_glcm_InverseVariance,0.31797225091567916
log-sigma-3-0-mm-3D_glcm_JointAverage,34.11226545768353
log-sigma-3-0-mm-3D_glcm_JointEnergy,0.09590243149053447
log-sigma-3-0-mm-3D_glcm_JointEntropy,5.074714143712561
log-sigma-3-0-mm-3D_glcm_MCC,0.949575769181927
log-sigma-3-0-mm-3D_glcm_MaximumProbability,0.23209816414432402
log-sigma-3-0-mm-3D_glcm_SumAverage,68.22453091536705
log-sigma-3-0-mm-3D_glcm_SumEntropy,4.171361160312236
log-sigma-3-0-mm-3D_glcm_SumSquares,13.721991614294787
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,43485.55428521982
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.08290809098683044
log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance,23.839884536306847
log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,1256.8935637856698
log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,14.216388164424533
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,15766.277584098894
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.013069659397790655
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.000886764815326679
log-sigma-3-0-mm-3D_glrlm_RunEntropy,6.047847730640039
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity,205754.3234084381
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.3878453322081793
log-sigma-3-0-mm-3D_glrlm_RunPercentage,0.430611295189286
log-sigma-3-0-mm-3D_glrlm_RunVariance,8.460153037769423
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,0.6450692547450192
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,843.5583657720033
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.0005701256349193702
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,809.1492350362352
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.03619706696950144
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,66.58594375204726
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,1161.5463004384003
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,10123563.758119352
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,10973901533.079897
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,9374.019454013856
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.0013851542299425914
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,6906.778920998479
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.30897284248897194
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.5724306554496008
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,639.0279590420325
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0008161945878105195
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,7.603634659332268
log-sigma-3-0-mm-3D_glszm_ZonePercentage,0.01846194505353832
log-sigma-3-0-mm-3D_glszm_ZoneVariance,10120629.859573795
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,7.4715812218524285
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,59840.364624653645
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.04942155872255765
log-sigma-3-0-mm-3D_gldm_DependenceVariance,61.23009607855182
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,196436.22902012282
log-sigma-3-0-mm-3D_gldm_GrayLevelVariance,14.482273375403087
log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis,1179.839729438436
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,310.99987281294005
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,341572.9763473363
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.28646861182668865
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis,0.0008999177374251446
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,0.02586934728017266
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,32.194871378337254
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,2.936890449900959e-05
log-sigma-3-0-mm-3D_ngtdm_Busyness,11.269566443710728
log-sigma-3-0-mm-3D_ngtdm_Coarseness,2.351068845533852e-05
log-sigma-3-0-mm-3D_ngtdm_Complexity,632.8867209389718
log-sigma-3-0-mm-3D_ngtdm_Contrast,0.002334356519573059
log-sigma-3-0-mm-3D_ngtdm_Strength,0.11659907815041688
wavelet-LLH_firstorder_10Percentile,-1.262966120466357
wavelet-LLH_firstorder_90Percentile,2.0465147430155564
wavelet-LLH_firstorder_Energy,192962531.66612288
wavelet-LLH_firstorder_Entropy,0.7475042407207131
wavelet-LLH_firstorder_InterquartileRange,0.7349966954834211
wavelet-LLH_firstorder_Kurtosis,355.2204951917331
wavelet-LLH_firstorder_Maximum,344.14925721289853
wavelet-LLH_firstorder_MeanAbsoluteDeviation,2.5547305274939687
wavelet-LLH_firstorder_Mean,1.063861704134976
wavelet-LLH_firstorder_Median,0.041423690480445766
wavelet-LLH_firstorder_Minimum,-66.8051529273671
wavelet-LLH_firstorder_Range,410.9544101402656
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,0.40270824245801484
wavelet-LLH_firstorder_RootMeanSquared,12.62401779236532
wavelet-LLH_firstorder_Skewness,17.480629102834847
wavelet-LLH_firstorder_TotalEnergy,192962531.66612288
wavelet-LLH_firstorder_Uniformity,0.8035113463740333
wavelet-LLH_firstorder_Variance,158.23402349643123
wavelet-LLH_glcm_Autocorrelation,124.47920879446686
wavelet-LLH_glcm_ClusterProminence,31426.14275050002
wavelet-LLH_glcm_ClusterShade,452.9287157094343
wavelet-LLH_glcm_ClusterTendency,8.135761317485194
wavelet-LLH_glcm_Contrast,2.2041079184588748
